"Dataset File","Collected","Variable","Label","Description"
"Form 190 - COVID-19 Survey 1","Ext2","COMMUNICATE","How often communicate with others outside your home","How often do you communicate with others who live outside your home?"
"Form 190 - COVID-19 Survey 1","Ext2","COMMCHNG","Compared to months before outbreak, communication is","Compared to the months before the outbreak began, would you say this is..."
"Form 190 - COVID-19 Survey 1","Ext2","COMMINPERSON","Staying in touch with others by - speaking in person","How are you staying in touch with others who do not live with you? Mark all that apply. Speaking in person."
"Form 190 - COVID-19 Survey 1","Ext2","COMMPHONE","Staying in touch with others by - telephone","How are you staying in touch with others who do not live with you? Mark all that apply. By telephone."
"Form 190 - COVID-19 Survey 1","Ext2","COMMVIDEO","Staying in touch with others by - video calls","How are you staying in touch with others who do not live with you? Mark all that apply. With video calls."
"Form 190 - COVID-19 Survey 1","Ext2","COMMEMAIL","Staying in touch with others by - email","How are you staying in touch with others who do not live with you? Mark all that apply. By email."
"Form 190 - COVID-19 Survey 1","Ext2","COMMSOCMEDIA","Staying in touch with others by - social media","How are you staying in touch with others who do not live with you? Mark all that apply. By social media (Examples: Facebook, Instagram)."
"Form 190 - COVID-19 Survey 1","Ext2","COMMPOSTAL","Staying in touch with others by - postal mail","How are you staying in touch with others who do not live with you? Mark all that apply. By postal mail."
"Form 190 - COVID-19 Survey 1","Ext2","COMMOTH","Staying in touch with others by - other ways","How are you staying in touch with others who do not live with you? Mark all that apply. Other."
"Form 190 - COVID-19 Survey 1","Ext2","ALCDRINKS","In past 3 months, number of alcoholic drinks had on average","In the past 3 months, how many drinks containing alcohol have you had on average?"
"Form 190 - COVID-19 Survey 1","Ext2","SMOKENOW","Currently smoke regular or electronic cigarettes","Do you smoke regular or electronic cigarettes now?"
"Form 190 - COVID-19 Survey 1","Ext2","PHYSACTCHNG","Over the past month, level of physical activity since COVID-19 pandemic began","Over the past month, how would you describe your level of physical activity or exercise, compared to your average physical activity level before the COVID-19 pandemic began?"
"Form 190 - COVID-19 Survey 1","Ext2","WALKOUTSIDE","In the past month, how often walked outside the home for at least 5 minutes","Think about the walking you do outside the home. In the past month, how often haveyou walked outside the home (or done indoor activity equivalent to walking outside, to accumulate steps) for at least 5 minutes without stopping."
"Form 190 - COVID-19 Survey 1","Ext2","FOODTOOTHERS","New actions taken to help during COVID-19 pandemic - getting food or medicine for others","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Getting food or medicine for others.
"
"Form 190 - COVID-19 Survey 1","Ext2","PROVCHILDCARE","New actions taken to help during COVID-19 pandemic - providing childcare","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Providing childcare.
"
"Form 190 - COVID-19 Survey 1","Ext2","DONATEBLOOD","New actions taken to help during COVID-19 pandemic - donating blood","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Donating blood.
"
"Form 190 - COVID-19 Survey 1","Ext2","DONATEMONEY","New actions taken to help during COVID-19 pandemic - donating money","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Donating money."
"Form 190 - COVID-19 Survey 1","Ext2","MAKEMASKS","New actions taken to help during COVID-19 pandemic - making masks","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Making masks for others
"
"Form 190 - COVID-19 Survey 1","Ext2","CONTACTFAMFR","New actions taken to help during COVID-19 pandemic - contacting friends/family","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Contacting friends or family to keep in touch.
"
"Form 190 - COVID-19 Survey 1","Ext2","ACTIONSOTH","New actions taken to help during COVID-19 pandemic - other actions","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. Other."
"Form 190 - COVID-19 Survey 1","Ext2","NONEWACTION","New actions taken to help during COVID-19 pandemic - no new actions","Which of the following new actions are you taking to help your family, friends or your community during this COVID-19 pandemic? Mark all that apply. I have not taken any new action.
"
"Form 190 - COVID-19 Survey 1","Ext2","PSSSHT","Perceived Stress Scale Construct","Computed from Form 190, questions 27-30. Source: Four-item version of the Perceived Stress
Scale (Cohen 1983). After reverse coding the responses to questions 28 and 29, and subtracting
one from each response, the responses to all four items are summed. The scale ranges from 0 to
16, where a higher score indicates more perceived stress."
"Form 190 - COVID-19 Survey 1","Ext2","PROMISANXIETYSCORE","PROMIS anxiety T-score","Computed from Form 190, questions 23-26. Source: Four-item version of the PROMIS Anxiety
score (Pilkonis 2011). Responses to all four items are summed to obtain a raw score. The raw
score is then referred to a scoring table (PROMIS Anxiety Scoring Manual) to convert the total raw
score into a T-score. The scoring table is only valid when participants answer all questions.
Scores for participants with missing responses were submitted to the Health Measures Scoring
Service (https://www.assessmentcenter.net/ac_scoringservice) to obtain final T-scores."
"Form 190 - COVID-19 Survey 1","Ext2","PROMISALLITEMS","PROMIS T-score computed with complete data","Identifies participants with complete responses for the PROMIS anxiety T-score."
"Form 190 - COVID-19 Survey 1","Ext2","F190REGION","Region of residence at survey completion",""
"Form 190 - COVID-19 Survey 1","Ext2","RUCA2CAT","Rural-Urban Residence (RUCA class)",""
"Form 191 - COVID-19 Survey 2","Ext2","ID","WHI Participant Common ID",""
"Form 191 - COVID-19 Survey 2","Ext2","F191CONT","Contact type",""
"Form 191 - COVID-19 Survey 2","Ext2","F191VER","Version of Form (REDCap or Paper)",""
"Form 191 - COVID-19 Survey 2","Ext2","F191DAYS","F191 Days since randomization or enrollment",""
"Form 191 - COVID-19 Survey 2","Ext2","COMPLETEDBY","Form 191 completed by","Who is completing this form?"
"Form 191 - COVID-19 Survey 2","Ext2","WELLBEING","Current level of well-being","Please think about your current level of well-being. When you think about well-being, think about your physical health, your emotional health, any challenges you are experiencing, the people in your life, and the opportunities or resources you have available to you. How would you describe your current level of well-being?"
"Form 191 - COVID-19 Survey 2","Ext2","LIVINGCHNG","Living arrangement changed","Since the date of your last survey, given above, have your living arrangements, including the place where you live and the people who live with you, changed due to the COVID-19 pandemic?"
"Form 191 - COVID-19 Survey 2","Ext2","MOVETOFAM","Moved in with other family","Living arrangement: What has changed? Mark all that apply. I moved to live with other family members or friends."
"Form 191 - COVID-19 Survey 2","Ext2","FAMMOVEIN","Others moved in with me","Living arrangement: What has changed? Mark all that apply. Other family or friends moved in with me."
"Form 191 - COVID-19 Survey 2","Ext2","SOMEMOVEOUT","Household members moved away","Living arrangement: What has changed? Mark all that apply. Some household members moved away to limit the possibility of infection."
"Form 191 - COVID-19 Survey 2","Ext2","MOVEOUTSHARED","Moved out of shared housing","Living arrangement: What has changed? Mark all that apply. I moved out of shared housing to limit the possibility of infection."
"Form 191 - COVID-19 Survey 2","Ext2","CAREPROVCOMES","Care provider comes to help","Living arrangement: What has changed? Mark all that apply. A care provider/companion now comes to help me."
"Form 191 - COVID-19 Survey 2","Ext2","CARENOCOME","Care provider no longer comes","Living arrangement: What has changed? Mark all that apply. My care provider/companion no longer comes to help me."
"Form 191 - COVID-19 Survey 2","Ext2","MOVETOFAC","Moved into care facility","Living arrangement: What has changed? Mark all that apply. I have moved into a care facility."
"Form 191 - COVID-19 Survey 2","Ext2","MOVEOUTFAC","Moved out of care facility","Living arrangement: What has changed? Mark all that apply. I have moved out of a care facility."
"Form 191 - COVID-19 Survey 2","Ext2","LIVINGCHNGOTH","Other changes to living arrangement","Living arrangement: What has changed? Mark all that apply. Other."
"Form 191 - COVID-19 Survey 2","Ext2","LIVEPRIVHOM","Live in private home","Do you live in a private home?"
"Form 191 - COVID-19 Survey 2","Ext2","HOUSEHOLDN","How many people live in same household with you","Including yourself, how many people live in the same household with you?"
"Form 191 - COVID-19 Survey 2","Ext2","NOLEAVE","Residents not allowed to leave home","Are any of the services and/or restrictions below part of where you currently live as a result of the COVID-19 pandemic? Mark all that apply. Residents are not allowed to leave their home/apartment/room."
"Form 191 - COVID-19 Survey 2","Ext2","NOVISITORS","Residents not allowed visitors","Are any of the services and/or restrictions below part of where you currently live as a result of the COVID-19 pandemic? Mark all that apply. Residents are not allowed to have visitors."
